id,reason_text,cognitive_function,signal_strength,function_group
5653,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5654,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5655,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5656,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5657,"Aku nyaman mengambil keputusan secara objektif. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5658,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5659,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5660,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5661,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5662,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5663,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5664,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5665,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5666,"Aku nyaman mengambil keputusan secara objektif. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5667,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5668,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5669,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5670,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5671,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5672,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5673,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5674,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5675,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5676,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5677,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5678,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5679,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5680,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5681,"Aku nyaman mengambil keputusan secara objektif. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5682,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5683,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5684,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5685,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5686,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5687,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5688,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5689,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5690,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5691,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5692,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5693,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5694,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5695,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5696,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5697,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5698,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5699,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5700,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5701,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5702,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5703,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5704,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5705,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5706,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5707,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5708,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5709,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5710,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5711,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5712,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5713,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5714,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5715,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5716,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5717,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5718,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5719,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5720,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5721,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5722,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5723,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5724,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5725,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5726,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5727,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5728,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5729,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5730,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5731,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5732,"Aku nyaman mengambil keputusan secara objektif. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5733,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5734,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5735,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5736,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5737,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5738,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5739,"Aku nyaman mengambil keputusan secara objektif. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5740,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5741,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5742,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5743,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5744,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5745,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5746,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5747,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5748,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5749,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5750,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5751,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5752,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5753,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5754,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5755,"Aku nyaman mengambil keputusan secara objektif. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5756,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5757,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5758,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5759,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5760,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5761,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5762,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5763,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5764,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5765,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5766,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5767,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5768,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5769,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5770,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5771,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5772,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5773,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5774,"Aku nyaman mengambil keputusan secara objektif. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5775,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5776,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5777,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5778,"Aku nyaman mengambil keputusan secara objektif. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5779,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5780,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5781,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5782,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5783,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5784,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5785,"Aku nyaman mengambil keputusan secara objektif. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5786,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5787,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5788,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5789,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5790,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5791,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5792,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5793,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5794,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5795,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5796,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5797,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5798,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5799,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5800,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5801,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5802,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5803,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5804,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5805,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5806,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5807,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5808,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5809,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5810,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5811,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5812,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5813,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5814,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5815,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5816,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5817,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5818,"Aku nyaman mengambil keputusan secara objektif. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5819,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5820,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5821,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5822,"Aku nyaman mengambil keputusan secara objektif. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5823,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5824,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5825,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5826,"Aku nyaman mengambil keputusan secara objektif. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5827,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5828,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5829,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5830,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5831,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5832,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5833,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5834,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5835,"Hasil nyata dan produktivitas sangat penting bagiku. Di sisi lain, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5836,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5837,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,low,Judging
5838,"Aku suka membuat sistem yang efisien dan terorganisir. Di sisi lain, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5839,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5840,"Aku suka membuat sistem yang efisien dan terorganisir. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5841,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5842,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5843,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5844,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5845,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5846,"Aku nyaman mengambil keputusan secara objektif. Sering kali, aku suka membuat sistem yang efisien dan terorganisir.",Te,medium,Judging
5847,"Hasil nyata dan produktivitas sangat penting bagiku. Sering kali, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5848,"Aku nyaman mengambil keputusan secara objektif. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5849,"Aku nyaman mengambil keputusan secara objektif. Karena itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5850,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5851,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5852,"Aku suka membuat sistem yang efisien dan terorganisir. Sering kali, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5853,"Hasil nyata dan produktivitas sangat penting bagiku. Selain itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,high,Judging
5854,"Aku nyaman mengambil keputusan secara objektif. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,medium,Judging
5855,"Hasil nyata dan produktivitas sangat penting bagiku. Dalam banyak situasi, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
5856,"Aku suka membuat sistem yang efisien dan terorganisir. Dalam banyak situasi, hasil nyata dan produktivitas sangat penting bagiku.",Te,medium,Judging
5857,"Hasil nyata dan produktivitas sangat penting bagiku. Karena itu, aku suka membuat sistem yang efisien dan terorganisir.",Te,low,Judging
5858,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,high,Judging
5859,"Aku suka membuat sistem yang efisien dan terorganisir. Selain itu, hasil nyata dan produktivitas sangat penting bagiku.",Te,low,Judging
5860,"Aku nyaman mengambil keputusan secara objektif. Selain itu, aku nyaman mengambil keputusan secara objektif.",Te,high,Judging
