sample_id,text,function,stance,label,family_id,split,source,generator_version,source_sample_id,source_family_id,source_split
v1:SYN02223,"aku kadang mempertimbangkan perasaan kelompok sebelum mengambil keputusan bersama saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-00,train,synthetic,synthetic-cognitive-v1,SYN02223,Fe-00,train
v2:SYN11669,tidak ada alasan khusus yang bisa aku jelaskan untuk itu ketika bekerja bersama teman. Itu yang ada di pikiranku sekarang.,unknown,unknown,unknown,unknown-06,train,synthetic,synthetic-cognitive-v2,SYN11669,unknown-02,validation
v1:SYN05277,kalau ditanya aku tidak terbiasa melihat berbagai kegunaan baru dari benda yang sama saat kuliah. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-10,test,synthetic,synthetic-cognitive-v1,SYN05277,Ne-10,test
v1:SYN01696,"biasanya aku kadang menganalisis prinsip dasar walaupun belum ada manfaat praktis ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-06,train,synthetic,synthetic-cognitive-v1,SYN01696,Ti-06,train
v2:SYN13935,"dalam keseharian saya kadang menyaring pilihan hingga tersisa satu arah yang paling logis dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-06,train,synthetic,synthetic-cognitive-v2,SYN13935,Ni-00,test
v1:SYN06089,kalau ditanya aku tidak terbiasa membayangkan dampak jangka panjang dari kecenderungan yang sedang terlihat dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-07,train,synthetic,synthetic-cognitive-v1,SYN06089,Ni-07,train
v2:SYN05066,"biasanya aku kadang meneliti hubungan antarbagian sampai terasa konsisten saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-11,test,synthetic,synthetic-cognitive-v2,SYN05066,Ti-09,train
v2:SYN09774,"saya kadang mengatur langkah kerja berdasarkan hasil yang terukur ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-08,validation,synthetic,synthetic-cognitive-v2,SYN09774,Te-14,validation
v2:SYN03323,biasanya aku cenderung mengatur langkah kerja berdasarkan hasil yang terukur ketika berdiskusi dalam kelompok.,Te,support,Te:support,Te-08,validation,synthetic,synthetic-cognitive-v2,SYN03323,Te-14,train
v2:SYN10650,biasanya aku cenderung menampung dulu keinginan semua pihak sebelum menawarkan solusi bersama ketika bekerja bersama teman.,Fe,support,Fe:support,Fe-05,train,synthetic,synthetic-cognitive-v2,SYN10650,Fe-09,train
v1:SYN04242,saya cenderung menghormati nilai unik seseorang tanpa memaksanya sama denganku saat menghadapi persoalan baru.,Fi,support,Fi:support,Fi-11,test,synthetic,synthetic-cognitive-v1,SYN04242,Fi-11,test
v2:SYN04551,kalau ditanya aku cenderung menjaga komunikasi yang menghargai norma dan kebutuhan bersama saat menghadapi persoalan baru.,Fe,support,Fe:support,Fe-11,test,synthetic,synthetic-cognitive-v2,SYN04551,Fe-08,train
v2:SYN14745,aku tidak terbiasa mengikuti perkembangan terbaru dan bertindak sesuai situasi saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-10,test,synthetic,synthetic-cognitive-v2,SYN14745,Se-08,train
v1:SYN03025,kalau ditanya aku tidak terbiasa mengubah penyampaian ketika melihat lawan bicara merasa tidak nyaman ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-09,validation,synthetic,synthetic-cognitive-v1,SYN03025,Fe-09,validation
v1:SYN07931,saya cenderung mengingat urutan kejadian sebelumnya ketika menghadapi persoalan serupa dalam kegiatan komunitas.,Si,support,Si:support,Si-04,train,synthetic,synthetic-cognitive-v1,SYN07931,Si-04,train
v2:SYN11203,saya cenderung mengatur urutan pekerjaan dan batas waktu supaya semua kelar tepat jadwal saat kuliah.,Te,support,Te:support,Te-02,train,synthetic,synthetic-cognitive-v2,SYN11203,Te-02,train
v2:SYN08110,dalam keseharian saya tidak terbiasa melihat bukti hasil konkret dulu sebelum menetapkan cara kerja dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-03,train,synthetic,synthetic-cognitive-v2,SYN08110,Te-01,validation
v2:SYN06011,"kalau ditanya aku kadang mengatur gaya bicara supaya lawan bicara merasa dihargai dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-01,train,synthetic,synthetic-cognitive-v2,SYN06011,Fe-01,train
v2:SYN00313,"aku kadang mencocokkan keadaan hari ini dengan catatan dalam ingatan saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-06,train,synthetic,synthetic-cognitive-v2,SYN00313,Si-03,train
v1:SYN08686,saya senang keramaian tetapi lebih banyak diam ketika bekerja bersama teman.,unknown,unknown,unknown,unknown-01,train,synthetic,synthetic-cognitive-v1,SYN08686,unknown-01,train
v1:SYN08752,aku suka makanan pedas dan menonton film dalam kegiatan komunitas. Itu saja yang bisa kuceritakan.,unknown,unknown,unknown,unknown-03,train,synthetic,synthetic-cognitive-v1,SYN08752,unknown-03,train
v1:SYN08187,"kalau ditanya aku kadang mencocokkan detail hari ini dengan catatan dan ingatan sebelumnya saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-06,train,synthetic,synthetic-cognitive-v1,SYN08187,Si-06,train
v2:SYN05283,aku cuma mengikuti apa yang terasa pas saat itu saat menyelesaikan proyek. Itu yang ada di pikiranku sekarang.,unknown,unknown,unknown,unknown-07,train,synthetic,synthetic-cognitive-v2,SYN05283,unknown-04,test
v2:SYN08914,aku cuma mengikuti apa yang terasa pas saat itu ketika mengerjakan tugas. Begitu yang kurasakan.,unknown,unknown,unknown,unknown-07,train,synthetic,synthetic-cognitive-v2,SYN08914,unknown-04,validation
v2:SYN00971,dalam keseharian saya tidak terbiasa mencari makna tunggal di balik kejadian yang berulang dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-05,train,synthetic,synthetic-cognitive-v2,SYN00971,Ni-02,train
v2:SYN13725,kalau ditanya aku cenderung memilih kata yang halus saat memberi masukan supaya tidak menyakiti ketika berdiskusi dalam kelompok.,Fe,support,Fe:support,Fe-06,train,synthetic,synthetic-cognitive-v2,SYN13725,Fe-05,train
v1:SYN03558,biasanya aku tidak terbiasa menolak tindakan yang bertentangan dengan prinsip pribadiku saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-03,train,synthetic,synthetic-cognitive-v1,SYN03558,Fi-03,train
v1:SYN05937,"kalau ditanya aku kadang memperhatikan makna tersembunyi di balik pola yang berulang saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-05,train,synthetic,synthetic-cognitive-v1,SYN05937,Ni-05,train
v1:SYN07928,saya cenderung mengingat urutan kejadian sebelumnya ketika menghadapi persoalan serupa dalam kegiatan sehari hari.,Si,support,Si:support,Si-04,train,synthetic,synthetic-cognitive-v1,SYN07928,Si-04,train
v1:SYN08136,aku tidak terbiasa mencocokkan detail hari ini dengan catatan dan ingatan sebelumnya saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-06,train,synthetic,synthetic-cognitive-v1,SYN08136,Si-06,train
v2:SYN13839,kalau ditanya aku tidak terbiasa menyesuaikan sikap demi menjaga keharmonisan bersama saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-03,train,synthetic,synthetic-cognitive-v2,SYN13839,Fe-14,validation
v2:SYN04350,saya cenderung menyimpan penilaian pribadi meski tidak diungkapkan ke orang lain dalam kegiatan sehari hari.,Fi,support,Fi:support,Fi-02,train,synthetic,synthetic-cognitive-v2,SYN04350,Fi-12,test
v1:SYN05973,aku tidak terbiasa menyaring berbagai kemungkinan menuju satu arah yang paling masuk akal saat kuliah. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-06,train,synthetic,synthetic-cognitive-v1,SYN05973,Ni-06,train
v2:SYN01467,dalam keseharian saya tidak terbiasa menghormati nilai unik seseorang tanpa memaksakan diri sendiri ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-11,test,synthetic,synthetic-cognitive-v2,SYN01467,Fi-11,train
v2:SYN03608,"dalam keseharian saya kadang bersemangat membahas kemungkinan yang belum tentu terjadi saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-00,train,synthetic,synthetic-cognitive-v2,SYN03608,Ne-11,train
v1:SYN01313,dalam keseharian saya tidak terbiasa mencari pertentangan antarargumen sebelum menyimpulkan sesuatu dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-02,train,synthetic,synthetic-cognitive-v1,SYN01313,Ti-02,train
v1:SYN08383,biasanya aku cenderung memakai pembelajaran dari pengalaman terdahulu agar kesalahan tidak berulang ketika mengerjakan tugas.,Si,support,Si:support,Si-09,validation,synthetic,synthetic-cognitive-v1,SYN08383,Si-09,validation
v2:SYN09270,aku cenderung memeriksa apakah kesimpulan benar benar mengikuti premisnya saat menghadapi persoalan baru.,Ti,support,Ti:support,Ti-05,train,synthetic,synthetic-cognitive-v2,SYN09270,Ti-10,train
v1:SYN08172,"saya kadang mencocokkan detail hari ini dengan catatan dan ingatan sebelumnya saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-06,train,synthetic,synthetic-cognitive-v1,SYN08172,Si-06,train
v2:SYN13587,dalam keseharian saya cenderung membantu meredakan konflik agar semua pihak bisa berdialog saat menyelesaikan proyek.,Fe,support,Fe:support,Fe-07,train,synthetic,synthetic-cognitive-v2,SYN13587,Fe-02,train
v2:SYN11550,aku cenderung mengambil solusi yang sudah terbukti mendongkrak hasil kerja ketika berdiskusi dalam kelompok.,Te,support,Te:support,Te-06,train,synthetic,synthetic-cognitive-v2,SYN11550,Te-09,validation
v2:SYN02595,dalam keseharian saya tidak terbiasa mencoba sesuatu secara langsung untuk melihat hasilnya saat kuliah. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-07,train,synthetic,synthetic-cognitive-v2,SYN02595,Se-02,train
v1:SYN08246,kalau ditanya aku tidak terbiasa mempertahankan rutinitas yang terbukti nyaman dari pengalaman berulang dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-07,train,synthetic,synthetic-cognitive-v1,SYN08246,Si-07,train
v2:SYN06607,biasanya aku tidak terbiasa menemukan kegunaan baru dari sesuatu yang sudah biasa ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-10,test,synthetic,synthetic-cognitive-v2,SYN06607,Ne-07,train
v2:SYN14822,saya tidak terbiasa menguji ulang suatu teori dengan skenario yang berbeda dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-10,test,synthetic,synthetic-cognitive-v2,SYN14822,Ti-15,train
v2:SYN08780,"saya kadang mempertemukan kepentingan yang berselisih tanpa mempermalukan siapa pun dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-10,test,synthetic,synthetic-cognitive-v2,SYN08780,Fe-10,train
v2:SYN06909,biasanya aku cenderung merespons peluang nyata begitu muncul di depan mata ketika berdiskusi dalam kelompok.,Se,support,Se:support,Se-03,train,synthetic,synthetic-cognitive-v2,SYN06909,Se-00,train
v2:SYN06805,dalam keseharian saya cenderung memperhatikan perbedaan kecil karena masih ingat kondisi sebelumnya saat menyelesaikan proyek.,Si,support,Si:support,Si-08,validation,synthetic,synthetic-cognitive-v2,SYN06805,Si-04,train
v1:SYN06311,saya cenderung mendalami satu wawasan sampai hubungannya dengan masa depan menjadi jelas dalam kegiatan komunitas.,Ni,support,Ni:support,Ni-10,test,synthetic,synthetic-cognitive-v1,SYN06311,Ni-10,test
v1:SYN05268,biasanya aku tidak terbiasa melihat berbagai kegunaan baru dari benda yang sama saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-10,test,synthetic,synthetic-cognitive-v1,SYN05268,Ne-10,test
v1:SYN07366,"biasanya aku kadang menikmati pengalaman indrawi yang sedang berlangsung di sekitarku ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-09,validation,synthetic,synthetic-cognitive-v1,SYN07366,Se-09,validation
v2:SYN02621,"aku kadang meninjau cara lama sebelum menyesuaikannya dengan situasi baru saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-11,test,synthetic,synthetic-cognitive-v2,SYN02621,Si-11,train
v2:SYN13458,saya tidak terbiasa menyusun kerangka besar sebelum memikirkan detail kecil ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-09,validation,synthetic,synthetic-cognitive-v2,SYN13458,Ni-14,train
v1:SYN03670,"saya kadang menjaga keaslian diriku daripada mengikuti harapan orang begitu saja ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-04,train,synthetic,synthetic-cognitive-v1,SYN03670,Fi-04,train
v2:SYN12315,kalau ditanya aku cenderung mengubah langkah dengan cepat begitu situasi berubah ketika bekerja bersama teman.,Se,support,Se:support,Se-08,validation,synthetic,synthetic-cognitive-v2,SYN12315,Se-05,train
v1:SYN00065,"aku kadang menetapkan target terukur dan membagi pekerjaan agar hasilnya efektif dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-00,train,synthetic,synthetic-cognitive-v1,SYN00065,Te-00,train
v2:SYN03020,kalau ditanya aku tidak terbiasa mempertemukan kepentingan yang berselisih tanpa mempermalukan siapa pun ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-10,test,synthetic,synthetic-cognitive-v2,SYN03020,Fe-10,train
v2:SYN04544,"dalam keseharian saya kadang mencoba sesuatu secara langsung untuk melihat hasilnya saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-07,train,synthetic,synthetic-cognitive-v2,SYN04544,Se-02,train
v2:SYN07389,saya tidak terbiasa mengajak orang yang tersisih agar merasa dilibatkan kembali dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-04,train,synthetic,synthetic-cognitive-v2,SYN07389,Fe-06,validation
v2:SYN01155,"dalam keseharian saya kadang mengubah langkah dengan cepat begitu situasi berubah saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-08,validation,synthetic,synthetic-cognitive-v2,SYN01155,Se-05,train
v1:SYN01656,aku tidak terbiasa menganalisis prinsip dasar walaupun belum ada manfaat praktis saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-06,train,synthetic,synthetic-cognitive-v1,SYN01656,Ti-06,train
v2:SYN02840,saya tidak terbiasa menyimpan penilaian pribadi meski tidak diungkapkan ke orang lain ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-02,train,synthetic,synthetic-cognitive-v2,SYN02840,Fi-12,train
v2:SYN10415,biasanya aku tidak terbiasa mengacu pada pengalaman nyata sebelum menerima hal baru dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-05,train,synthetic,synthetic-cognitive-v2,SYN10415,Si-05,test
v2:SYN10990,"biasanya aku kadang membela hal yang dianggap benar walau tanpa dukungan saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-08,validation,synthetic,synthetic-cognitive-v2,SYN10990,Fi-08,train
v2:SYN01055,saya tidak terbiasa melihat celah untuk melakukan sesuatu dengan cara yang berbeda saat kuliah. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-02,train,synthetic,synthetic-cognitive-v2,SYN01055,Ne-14,test
v1:SYN08214,dalam keseharian saya cenderung mempertahankan rutinitas yang terbukti nyaman dari pengalaman berulang saat menghadapi persoalan baru.,Si,support,Si:support,Si-07,train,synthetic,synthetic-cognitive-v1,SYN08214,Si-07,train
v2:SYN06394,kalau ditanya aku tidak terbiasa memikirkan konsekuensi jangka panjang dari suatu kecenderungan ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-07,train,synthetic,synthetic-cognitive-v2,SYN06394,Ni-04,train
v1:SYN02441,saya cenderung memperhatikan suasana emosional supaya hubungan tetap terjaga dalam kegiatan komunitas.,Fe,support,Fe:support,Fe-03,train,synthetic,synthetic-cognitive-v1,SYN02441,Fe-03,train
v2:SYN11829,"aku kadang menjaga integritas pribadi walau harus berbeda dari kebanyakan dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-04,train,synthetic,synthetic-cognitive-v2,SYN11829,Fi-15,test
v1:SYN00206,kalau ditanya aku cenderung menyusun prioritas dan tenggat agar pekerjaan selesai tepat waktu dalam kegiatan sehari hari.,Te,support,Te:support,Te-02,train,synthetic,synthetic-cognitive-v1,SYN00206,Te-02,train
v2:SYN09527,biasanya aku cenderung meramu ide dari berbagai bidang menjadi satu peluang segar saat menghadapi persoalan baru.,Ne,support,Ne:support,Ne-03,train,synthetic,synthetic-cognitive-v2,SYN09527,Ne-09,train
v1:SYN05648,"saya kadang merenungkan pola sampai muncul satu pemahaman menyeluruh dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-02,train,synthetic,synthetic-cognitive-v1,SYN05648,Ni-02,train
v2:SYN06847,kalau ditanya aku tidak terbiasa bertindak cepat begitu ada perubahan di lingkungan sekitar dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-08,validation,synthetic,synthetic-cognitive-v2,SYN06847,Se-10,train
v1:SYN07520,dalam keseharian saya tidak terbiasa menangani masalah di tempat dengan memperhatikan benda dan keadaan sekitar dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-11,test,synthetic,synthetic-cognitive-v1,SYN07520,Se-11,test
v1:SYN06361,"aku kadang mendalami satu wawasan sampai hubungannya dengan masa depan menjadi jelas ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-10,test,synthetic,synthetic-cognitive-v1,SYN06361,Ni-10,test
v2:SYN03146,"aku kadang senang terlibat langsung dalam aktivitas fisik yang nyata ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-09,validation,synthetic,synthetic-cognitive-v2,SYN03146,Se-14,train
v2:SYN02739,"kalau ditanya aku kadang menyesuaikan sikap demi menjaga keharmonisan bersama saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-03,train,synthetic,synthetic-cognitive-v2,SYN02739,Fe-14,train
v2:SYN00818,biasanya aku tidak terbiasa mencoba sesuatu secara langsung untuk melihat hasilnya ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-07,train,synthetic,synthetic-cognitive-v2,SYN00818,Se-02,train
v1:SYN06006,"aku kadang menyaring berbagai kemungkinan menuju satu arah yang paling masuk akal saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-06,train,synthetic,synthetic-cognitive-v1,SYN06006,Ni-06,train
v1:SYN00011,saya cenderung menetapkan target terukur dan membagi pekerjaan agar hasilnya efektif dalam kegiatan komunitas.,Te,support,Te:support,Te-00,train,synthetic,synthetic-cognitive-v1,SYN00011,Te-00,train
v2:SYN07370,biasanya aku cenderung mempertahankan batas pribadi karena sesuai dengan nurani ketika mengerjakan tugas.,Fi,support,Fi:support,Fi-07,train,synthetic,synthetic-cognitive-v2,SYN07370,Fi-07,test
v2:SYN04316,"aku kadang menyadari dorongan dari dalam diri yang membuat suatu pilihan terasa pas saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-10,test,synthetic,synthetic-cognitive-v2,SYN04316,Fi-09,train
v1:SYN05971,aku tidak terbiasa menyaring berbagai kemungkinan menuju satu arah yang paling masuk akal ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-06,train,synthetic,synthetic-cognitive-v1,SYN05971,Ni-06,train
v2:SYN03854,kalau ditanya aku cenderung menentukan standar hasil yang jelas agar semua tahu tugasnya ketika berdiskusi dalam kelompok.,Te,support,Te:support,Te-07,train,synthetic,synthetic-cognitive-v2,SYN03854,Te-06,train
v1:SYN04077,kalau ditanya aku cenderung menimbang makna personal suatu pilihan sebelum mengikuti kelompok saat kuliah.,Fi,support,Fi:support,Fi-09,validation,synthetic,synthetic-cognitive-v1,SYN04077,Fi-09,validation
v1:SYN03240,"kalau ditanya aku kadang menjaga komunikasi yang menghargai norma dan kebutuhan komunitas saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-11,test,synthetic,synthetic-cognitive-v1,SYN03240,Fe-11,test
v1:SYN08352,"saya kadang menyadari perbedaan kecil karena masih ingat keadaan yang sebelumnya saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-08,validation,synthetic,synthetic-cognitive-v1,SYN08352,Si-08,validation
v2:SYN05810,kalau ditanya aku cenderung mencari benang merah antara peristiwa yang tampak tidak berhubungan dalam kegiatan komunitas.,Ni,support,Ni:support,Ni-01,train,synthetic,synthetic-cognitive-v2,SYN05810,Ni-06,train
v2:SYN02392,aku sering memakai sepatu kets warna putih saat menghadapi persoalan baru. Tidak tahu harus bilang apa lagi.,unknown,unknown,unknown,unknown-08,validation,synthetic,synthetic-cognitive-v2,SYN02392,unknown-06,train
v1:SYN04615,kalau ditanya aku cenderung menggabungkan gagasan dari bidang berbeda menjadi peluang baru ketika mengerjakan tugas.,Ne,support,Ne:support,Ne-03,train,synthetic,synthetic-cognitive-v1,SYN04615,Ne-03,train
v2:SYN14770,"dalam keseharian saya kadang mempertahankan detail prosedur yang sudah dikenal dengan baik saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-02,train,synthetic,synthetic-cognitive-v2,SYN14770,Si-12,train
v2:SYN12777,biasanya aku cenderung menolak berkompromi pada hal yang menyentuh prinsip inti dalam kegiatan sehari hari.,Fi,support,Fi:support,Fi-03,train,synthetic,synthetic-cognitive-v2,SYN12777,Fi-13,train
v1:SYN07045,kalau ditanya aku cenderung memeriksa kondisi fisik sebenarnya daripada hanya membayangkannya ketika mengerjakan tugas.,Se,support,Se:support,Se-06,train,synthetic,synthetic-cognitive-v1,SYN07045,Se-06,train
v2:SYN11617,"aku kadang membiarkan pilihan tetap terbuka demi menemukan ide tak terduga saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-07,train,synthetic,synthetic-cognitive-v2,SYN11617,Ne-08,train
v2:SYN06878,dalam keseharian saya tidak terbiasa mempertahankan batas pribadi karena sesuai dengan nurani ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-07,train,synthetic,synthetic-cognitive-v2,SYN06878,Fi-07,train
v2:SYN08915,"biasanya aku kadang menangkap pola yang menghubungkan berbagai topik sekaligus ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-08,validation,synthetic,synthetic-cognitive-v2,SYN08915,Ne-15,validation
v2:SYN08832,kalau ditanya aku tidak terbiasa mencoba sudut pandang baru meski belum tentu praktis saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-06,train,synthetic,synthetic-cognitive-v2,SYN08832,Ne-04,train
v2:SYN10146,aku cenderung menghubungkan dua hal yang tampak tidak berkaitan menjadi ide baru ketika berdiskusi dalam kelompok.,Ne,support,Ne:support,Ne-08,validation,synthetic,synthetic-cognitive-v2,SYN10146,Ne-02,train
v1:SYN04034,"biasanya aku kadang membela hal yang kuanggap benar walaupun tidak mendapat dukungan dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-08,validation,synthetic,synthetic-cognitive-v1,SYN04034,Fi-08,validation
v1:SYN04844,"biasanya aku kadang melompat dari satu kemungkinan ke kemungkinan lain saat berdiskusi dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-05,train,synthetic,synthetic-cognitive-v1,SYN04844,Ne-05,train
v2:SYN10043,"saya kadang bersemangat membahas kemungkinan yang belum tentu terjadi dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-00,train,synthetic,synthetic-cognitive-v2,SYN10043,Ne-11,train
v2:SYN10738,dalam keseharian saya cenderung mempertanyakan aturan lama dan membayangkan versi barunya ketika mengerjakan tugas.,Ne,support,Ne:support,Ne-04,train,synthetic,synthetic-cognitive-v2,SYN10738,Ne-06,train
v1:SYN08186,"kalau ditanya aku kadang mencocokkan detail hari ini dengan catatan dan ingatan sebelumnya dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-06,train,synthetic,synthetic-cognitive-v1,SYN08186,Si-06,train
v1:SYN06115,"kalau ditanya aku kadang membayangkan dampak jangka panjang dari kecenderungan yang sedang terlihat ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-07,train,synthetic,synthetic-cognitive-v1,SYN06115,Ni-07,train
v2:SYN11826,saya tidak terbiasa menyesuaikan gerakan berdasarkan apa yang terlihat langsung saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-04,train,synthetic,synthetic-cognitive-v2,SYN11826,Se-07,train
v2:SYN04379,biasanya aku tidak terbiasa menyimpan detail pengalaman sebagai acuan untuk situasi berikutnya ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-10,test,synthetic,synthetic-cognitive-v2,SYN04379,Si-15,train
v2:SYN07026,kalau ditanya aku cenderung merespons peluang nyata begitu muncul di depan mata saat menyelesaikan proyek.,Se,support,Se:support,Se-03,train,synthetic,synthetic-cognitive-v2,SYN07026,Se-00,train
v1:SYN00838,kalau ditanya aku cenderung membuat urutan tindakan praktis untuk mencapai sasaran proyek ketika bekerja bersama teman.,Te,support,Te:support,Te-09,validation,synthetic,synthetic-cognitive-v1,SYN00838,Te-09,validation
